brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km
dacia,Dacia Duster,grey,01 09 2022,2022,24990,85,116,Manual,Diesel,4.7,124,1000
fiat,Fiat Sedici,red,01 01 2011,2011,9825,99,135,Manual,Diesel,5.5,143,80600
ford,Ford S Max,black,01 05 2014,2014,7999,103,140,Manual,Diesel,6.5,172,233816
audi,Audi A8,black,01 11 2017,2017,51800,210,286,Automatic,Diesel,6.5,170,111189
jeep,Jeep Gladiator,black,01 01 2023,2023,69890,194,264,Automatic,Diesel,8.5,225,25
bmw,BMW 530,blue,01 10 2013,2013,21450,190,258,Automatic,Diesel,5.3,140,139784
land rover,Land Rover Range Rover,grey,01 05 2019,2019,96491,250,340,Automatic,Diesel,9.2,243,43291
audi,Audi A1,red,01 05 2023,2023,25988,110,150,Automatic,Petrol,5.9,134,10
bmw,BMW X1,blue,01 10 2009,2009,10985,130,177,Manual,Diesel,5.3,139,108000
maserati,Maserati Levante,black,01 05 2022,2022,99900,316,430,Automatic,Petrol,13.7,310,14900
ford,Ford S Max,white,01 08 2017,2017,23450,176,239,Automatic,Petrol,7.9,187,96500
mazda,Mazda CX 5,red,01 04 2019,2019,26800,143,194,Automatic,Petrol,7.9,179,55500
dacia,Dacia Sandero,blue,01 02 2020,2020,13500,66,90,Manual,Petrol,5.3,120,37900
audi,Audi SQ5,silver,01 02 2019,2019,45985,260,354,Automatic,Petrol,8.5,195,94000
ford,Ford Transit,blue,01 06 2009,2009,16900,85,116,Manual,Diesel,7.4,196,178000
bmw,BMW X5 M,black,01 08 2014,2014,36999,280,381,Automatic,Diesel,6.6,175,148000
jaguar,Jaguar F Pace,blue,01 12 2019,2019,35650,177,241,Automatic,Diesel,6.3,166,83100
bmw,BMW M5,white,01 06 2018,2018,69880,441,600,Automatic,Petrol,10.5,241,88888
ford,Ford Kuga,silver,01 07 2017,2017,17790,110,150,Manual,Petrol,6.2,143,78000
fiat,Fiat Panda,yellow,01 03 2009,2009,3750,44,60,Manual,Petrol,5.6,133,132000
bmw,BMW 320,blue,01 10 2016,2016,18200,140,190,Manual,Diesel,4.3,114,103800
ford,Ford C Max,silver,01 10 2011,2011,9999,92,125,Manual,Petrol,6.6,156,91000
ford,Ford Mustang,red,01 03 2017,2017,41750,310,421,Automatic,Petrol,12,281,29932
audi,Audi Q3,grey,01 06 2016,2016,17999,110,150,Automatic,Diesel,5.3,140,144323
audi,Audi A4,beige,01 01 2008,2008,4850,120,163,Automatic,Petrol,8.3,199,224000
jeep,Jeep Grand Cherokee,black,01 06 2017,2017,45599,184,250,Automatic,Diesel,7,184,48729
audi,Audi A5,white,01 11 2020,2020,39700,195,265,Automatic,Petrol,6.8,155,20187
jeep,Jeep Compass,white,01 01 2023,2023,41900,176,239,Automatic,Hybrid,2,47,100
citroen,Citroen C5 Aircross,blue,01 02 2023,2023,35490,96,131,Automatic,Diesel,5.3,0,4404
bmw,BMW M850,orange,01 12 2018,2018,78439,390,530,Automatic,Petrol,9.7,221,39213
bmw,BMW 320,black,01 05 2014,2014,13200,135,184,Automatic,Diesel,4.9,130,194500
ford,Ford C Max,silver,01 09 2007,2007,4500,74,101,Manual,Petrol,6.9,164,117450
audi,Audi A5,black,01 03 2011,2011,7990,125,170,Manual,Diesel,5.1,135,320500
ford,Ford Fiesta,white,01 08 2016,2016,8990,44,60,Manual,Petrol,5.2,123,41990
bmw,BMW 116,silver,01 06 2009,2009,2400,90,122,Manual,Petrol,6.1,143,182842
audi,Audi A6,silver,01 07 2005,2005,2850,165,224,Automatic,Diesel,8.6,232,402000
bmw,BMW X3,black,01 05 2010,2010,12199,105,143,Manual,Diesel,6.2,165,99000
kia,Kia XCeed,white,01 02 2023,2023,21899,118,160,Manual,Petrol,5.5,125,14904
bmw,BMW X5,blue,01 08 2014,2014,32500,190,258,Automatic,Diesel,7,183,200150
citroen,Citroen C4 Picasso,grey,01 04 2008,2008,1550,80,109,Automatic,Diesel,5.1,0,243085
bmw,BMW 216,blue,01 04 2021,2021,21100,80,109,Manual,Petrol,6.2,142,39900
ford,Ford C Max,silver,01 03 2013,2013,8390,92,125,Manual,Petrol,6.6,156,87271
ford,Ford Mondeo,black,01 08 2016,2016,12200,110,150,Manual,Diesel,4.8,124,121111
ferrari,Ferrari 488,red,01 08 2021,2021,749980,530,721,Automatic,Petrol,11.4,260,75
land rover,Land Rover Defender,grey,01 06 2022,2022,129500,386,525,Automatic,Petrol,12.8,290,14900
dacia,Dacia Duster,black,01 03 2017,2017,7690,92,125,Manual,Petrol,6.1,145,180400
ford,Ford Focus,white,01 07 2015,2015,13299,134,182,Manual,Petrol,5.5,130,108000
audi,Audi S3,white,01 02 2008,2008,7990,195,265,Manual,Petrol,9.1,217,210000
audi,Audi S5,blue,01 05 2017,2017,25990,260,354,Automatic,Petrol,7.3,166,10000
audi,Audi TT,silver,01 11 2006,2006,6200,147,200,Manual,Petrol,7.7,0,300000
ford,Ford Fiesta,black,01 11 2006,2006,2990,55,75,Manual,Petrol,6.1,144,136440
hyundai,Hyundai i30,red,01 08 2022,2022,22250,88,120,Manual,Hybrid,5,115,12150
audi,Audi A6,grey,01 11 2012,2012,15700,132,179,Manual,Petrol,6.6,0,115000
ford,Ford Fiesta,silver,01 07 2020,2020,16380,74,101,Manual,Petrol,4.9,112,15000
audi,Audi A3,grey,01 04 2017,2017,20450,110,150,Automatic,Petrol,5,114,68000
bmw,BMW X3,silver,01 10 2005,2005,6500,110,150,Manual,Diesel,7.2,0,213000
fiat,Fiat Tipo,white,01 11 2017,2017,12986,70,95,Manual,Petrol,5.7,132,42000
bmw,BMW 318,black,01 12 2010,2010,4499,105,143,Manual,Diesel,4.5,0,299989
audi,Audi Q7,black,01 12 2019,2019,67785,250,340,Automatic,Petrol,9,205,66300
bmw,BMW X1,grey,01 06 2015,2015,16999,105,143,Manual,Diesel,5.5,146,63898
bmw,BMW M3,blue,01 05 2005,2005,29900,252,343,Automatic,Petrol,13.6,0,229000
ford,Ford Focus,red,01 01 2014,2014,7250,74,101,Manual,Petrol,4.7,109,126000
bmw,BMW 320,silver,01 11 2017,2017,19990,140,190,Automatic,Diesel,4.7,123,109000
bmw,BMW 318,black,01 09 2009,2009,10790,105,143,Automatic,Petrol,6.9,160,112699
audi,Audi A5,black,01 04 2017,2017,30749,185,252,Automatic,Petrol,5.9,144,112750
dacia,Dacia Sandero,brown,01 10 2017,2017,11490,66,90,Manual,Petrol,5.1,115,18600
alfa romeo,Alfa Romeo Giulia,red,01 04 2023,2023,68440,206,280,Automatic,Petrol,8,190,1000
ford,Ford Focus,silver,01 02 2023,2023,28989,92,125,Manual,Petrol,6.4,146,10
jeep,Jeep Renegade,grey,01 11 2022,2022,27990,96,131,Automatic,Hybrid,5.8,131,99
bmw,BMW 318,grey,01 01 2003,2003,3000,105,143,Manual,Petrol,7.4,180,249500
mazda,Mazda CX 5,grey,01 05 2019,2019,25990,110,150,Automatic,Diesel,5.5,143,50760
bmw,BMW X3,black,01 12 2020,2020,43900,210,286,Automatic,Diesel,5.6,147,53500
bmw,BMW 535,grey,01 04 2010,2010,27950,220,299,Automatic,Diesel,6.7,175,105989
bmw,BMW,grey,01 10 2006,2006,3290,90,122,Manual,Diesel,5.6,150,236000
hyundai,Hyundai i30,white,01 05 2020,2020,26890,202,275,Manual,Petrol,7.8,178,76983
bmw,BMW X1,silver,01 10 2016,2016,29990,100,136,Manual,Petrol,5.1,121,36800
citroen,Citroen C3,blue,01 12 2022,2022,15970,60,82,Manual,Petrol,5.4,123,850
hyundai,Hyundai i30,beige,01 08 2022,2022,22450,88,120,Manual,Hybrid,4.5,103,15694
citroen,Citroen C5 Aircross,grey,01 12 2022,2022,37990,96,131,Automatic,Petrol,6.5,148,99
alfa romeo,Alfa Romeo 159,black,01 12 2008,2008,6990,154,209,Manual,Diesel,6.9,0,139000
land rover,Land Rover Discovery Sport,black,01 11 2017,2017,30682,110,150,Automatic,Diesel,5.3,139,83805
mazda,Mazda 6,silver,01 12 2006,2006,1000,105,143,Manual,Diesel,6.1,0,258000
bmw,BMW 428,black,01 04 2014,2014,16950,180,245,Manual,Petrol,6.7,157,152000
fiat,Fiat 500,grey,01 12 2017,2017,8950,51,69,Manual,Petrol,4.9,115,84000
bmw,BMW X5,white,01 08 2018,2018,46490,190,258,Automatic,Diesel,6.9,183,68522
ford,Ford Fiesta,blue,01 10 2018,2018,16490,74,101,Automatic,Petrol,6.1,138,42230
ford,Ford Fiesta,red,01 11 2017,2017,14950,74,101,Manual,Petrol,4.3,102,38850
ford,Ford Fiesta,red,01 12 2018,2018,13950,74,101,Manual,Petrol,4.3,97,48180
bmw,BMW Z4,white,01 10 2013,2013,26500,225,306,Manual,Petrol,9.4,219,91500
ford,Ford C Max,black,01 12 2013,2013,7390,103,140,Manual,Diesel,5.1,135,195000
fiat,Fiat 500,white,01 09 2009,2009,3500,51,69,Manual,Petrol,5.1,0,198000
audi,Audi RS3,black,01 07 2018,2018,43770,294,400,Automatic,Petrol,8.3,189,87500
bmw,BMW 320,black,01 11 2000,2000,3320,125,170,Manual,Petrol,8.9,0,238400
bmw,BMW 118,black,01 01 2009,2009,5400,105,143,Manual,Petrol,6.1,0,175000
audi,Audi A6,grey,01 11 2015,2015,23990,160,218,Automatic,Diesel,4.4,115,132000
bmw,BMW 520,black,01 05 2010,2010,4900,130,177,Automatic,Diesel,6.3,168,271000
ford,Ford Focus,white,01 08 2020,2020,17450,88,120,Automatic,Diesel,3.9,101,88000
aston martin,Aston Martin Vantage,white,01 06 2007,2007,57990,283,385,Manual,Petrol,18.7,360,57998
ford,Ford Mustang,white,01 07 2021,2021,37650,231,314,Automatic,Petrol,9.2,218,8500
audi,Audi Q5,silver,01 11 2022,2022,55690,150,204,Automatic,Petrol,8.2,187,14990
kia,Kia Stonic,white,01 08 2018,2018,18990,88,120,Manual,Petrol,5,0,11644
audi,Audi A5,black,01 07 2017,2017,15490,140,190,Automatic,Petrol,5.9,133,55000
audi,Audi Q3,orange,01 04 2021,2021,36420,110,150,Automatic,Diesel,5.4,141,33924
audi,Audi A3,black,01 05 2015,2015,15200,110,150,Automatic,Diesel,4.4,0,140000
land rover,Land Rover Range Rover Evoque,grey,01 06 2022,2022,53490,150,204,Automatic,Diesel,5.4,144,14400
ford,Ford Fiesta,grey,01 04 2016,2016,10950,74,101,Manual,Petrol,4.3,99,54100
ford,Ford Focus,black,01 03 2018,2018,12490,74,101,Manual,Petrol,4.8,109,84571
bmw,BMW 320,white,01 09 2020,2020,33390,140,190,Automatic,Diesel,4.5,118,54069
ford,Ford Focus,black,01 01 2019,2019,22850,92,125,Manual,Petrol,5.1,115,39950
land rover,Land Rover Range Rover Evoque,white,01 08 2022,2022,58890,150,204,Automatic,Diesel,5.3,139,15600
jeep,Jeep Renegade,red,01 01 2023,2023,29190,96,131,Automatic,Hybrid,5.8,131,99
honda,Honda Civic,blue,01 06 2018,2018,20999,134,182,Automatic,Petrol,5.7,130,53200
dodge,Dodge Challenger,orange,01 12 2022,2022,106890,535,727,Automatic,Petrol,14.7,392,34
mazda,Mazda 2,white,01 12 2018,2018,12400,55,75,Manual,Petrol,4.8,111,40100
bmw,BMW X3,black,01 01 2008,2008,8999,130,177,Automatic,Diesel,6.7,0,232500
bmw,BMW 330,black,01 09 2006,2006,5490,170,231,Manual,Diesel,6.7,179,256000
bmw,BMW 328,silver,01 09 2012,2012,13200,180,245,Automatic,Petrol,6.4,0,120000
bmw,BMW 120,grey,01 10 2012,2012,9490,135,184,Automatic,Diesel,4.5,119,290000
ford,Ford Mustang,white,01 09 2021,2021,54950,338,460,Automatic,Petrol,11.7,135,39881
audi,Audi A3,black,01 12 2016,2016,17490,140,190,Automatic,Petrol,5.8,0,93500
ford,Ford C Max,black,01 11 2019,2019,18990,110,150,Manual,Petrol,6.9,159,39000
bmw,BMW X3,black,01 02 2007,2007,14990,160,218,Automatic,Diesel,8.6,229,148800
audi,Audi A1,grey,01 03 2015,2015,16300,85,116,Automatic,Diesel,4,99,114000
bmw,BMW X1,grey,01 01 2017,2017,24990,170,231,Automatic,Diesel,5.1,133,108700
dacia,Dacia Duster,white,01 04 2019,2019,15971,96,131,Manual,Petrol,6,138,63750
bmw,BMW Z3,silver,01 05 1998,1998,39900,141,192,Manual,Petrol,9.7,231,51000
bmw,BMW i3,white,01 05 2021,2021,27490,135,184,Automatic,Electric,0,0,32616
ford,Ford Transit Custom,silver,01 12 2017,2017,16995,96,131,Automatic,Diesel,5.5,156,166000
ford,Ford Fusion,blue,01 10 2002,2002,2250,59,80,Manual,Petrol,6.9,163,231187
fiat,Fiat Punto,blue,01 12 2012,2012,4950,51,69,Manual,Petrol,5.4,128,142000
bmw,BMW 325,blue,01 06 2006,2006,5200,160,218,Automatic,Petrol,10.1,0,259000
audi,Audi A3,white,01 05 2014,2014,14800,135,184,Manual,Diesel,4.2,110,149900
ford,Ford Focus,black,01 04 2016,2016,17470,136,185,Manual,Diesel,4.2,110,128170
hyundai,Hyundai SANTA FE,silver,01 06 2023,2023,49990,169,230,Automatic,Hybrid,8.6,34,100
ford,Ford Tourneo Custom,blue,01 11 2021,2021,43040,96,131,Manual,Diesel,6.9,182,18567
audi,Audi A6 allroad,black,01 04 2013,2013,15995,230,313,Automatic,Diesel,6.7,178,295874
bmw,BMW X6,grey,01 12 2021,2021,82499,210,286,Automatic,Diesel,6.2,162,18688
bmw,BMW 523,silver,01 06 1998,1998,5950,125,170,Automatic,Petrol,9.7,230,179500
bmw,BMW 320,black,01 06 2014,2014,15500,135,184,Manual,Diesel,5.1,0,123700
audi,Audi A6,black,01 02 2016,2016,34950,240,326,Automatic,Diesel,6.2,164,152251
audi,Audi A3,black,01 03 2006,2006,9000,75,102,Automatic,LPG,7.2,171,143927
citroen,Citroen Berlingo,white,01 05 2023,2023,30990,96,131,Manual,Diesel,5.4,142,10
ford,Ford EcoSport,white,01 03 2021,2021,16700,74,101,Unknown,Petrol,5.1,116,44000
ford,Ford Focus,grey,01 11 2018,2018,15490,110,150,Automatic,Diesel,4.1,109,75095
bmw,BMW 750,white,01 12 2012,2012,25900,330,449,Automatic,Petrol,9.3,220,102000
dacia,Dacia Sandero,blue,01 11 2018,2018,8990,54,73,Manual,Petrol,5.2,117,13600
aston martin,Aston Martin DBX,grey,01 01 2023,2023,193900,405,551,Automatic,Petrol,16.9,269,9000
kia,Kia Sportage,white,01 11 2013,2013,14999,135,184,Automatic,Diesel,7.2,189,86717
ford,Ford EcoSport,grey,01 07 2015,2015,8800,92,125,Manual,Petrol,5.4,125,116850
bmw,BMW Z3,silver,01 05 2000,2000,8699,87,118,Manual,Petrol,7.8,187,164300
bmw,BMW 535,black,01 04 2010,2010,17950,225,306,Automatic,Petrol,8.9,0,270000
audi,Audi A3,white,01 06 2014,2014,14800,81,110,Manual,Petrol,4.9,116,50000
audi,Audi A3,grey,01 09 2005,2005,2250,110,150,Manual,Petrol,7.6,180,206832
fiat,Fiat Tipo,white,01 07 2022,2022,21595,74,101,Manual,Petrol,6.6,131,4325
bmw,BMW 120,black,01 01 2023,2023,36780,140,190,Automatic,Diesel,5.5,146,10578
jaguar,Jaguar E Pace,grey,01 01 2020,2020,32990,132,179,Automatic,Diesel,6,158,47867
kia,Kia ProCeed   pro_cee d,grey,01 02 2023,2023,36480,150,204,Automatic,Petrol,6.5,147,300
audi,Audi A4,silver,01 10 2002,2002,3500,96,131,Manual,Petrol,7.9,190,230275
ford,Ford Mondeo,black,01 04 2014,2014,9950,118,160,Manual,Petrol,6.4,149,91000
ford,Ford Kuga,black,01 02 2019,2019,19790,110,150,Manual,Petrol,8.2,185,78901
alfa romeo,Alfa Romeo Giulietta,black,01 04 2012,2012,7000,88,120,Manual,Petrol,6.4,149,170000
citroen,Citroen Spacetourer,grey,01 06 2022,2022,59999,132,179,Automatic,Diesel,5.3,139,1100
jeep,Jeep Wrangler,blue,01 07 2020,2020,62990,147,200,Automatic,Diesel,7.9,209,15507
ford,Ford Fiesta,black,01 05 2013,2013,4499,74,101,Manual,Petrol,4.5,107,165700
hyundai,Hyundai Atos,blue,01 06 2007,2007,2990,46,63,Manual,Petrol,5.5,131,122451
audi,Audi Q5,white,01 10 2022,2022,60190,195,265,Automatic,Petrol,7.4,169,7472
mazda,Mazda 6,white,01 02 2018,2018,16890,110,150,Automatic,Diesel,4.9,129,169000
ford,Ford EcoSport,beige,01 06 2018,2018,13999,92,125,Unknown,Petrol,5.3,119,58050
audi,Audi A6 allroad,black,01 09 2014,2014,26880,230,313,Automatic,Diesel,6.7,177,124989
bmw,BMW 420,black,01 07 2020,2020,31990,135,184,Automatic,Petrol,5.9,134,30200
fiat,Fiat Doblo,silver,01 01 2023,2023,24444,88,120,Manual,Diesel,5.9,158,3900
audi,Audi Q2,grey,01 08 2019,2019,25880,85,116,Automatic,Petrol,5.3,120,3524
audi,Audi TTS,red,01 05 2015,2015,27400,228,310,Manual,Petrol,7.3,169,96179
jaguar,Jaguar E Pace,black,01 12 2019,2019,35850,132,179,Automatic,Diesel,6,158,37177
bmw,BMW 530,brown,01 03 2014,2014,12950,190,258,Automatic,Diesel,5.5,0,243000
hyundai,Hyundai i30,white,01 12 2015,2015,8980,74,101,Manual,Petrol,5.6,133,104000
hyundai,Hyundai i10,blue,01 05 2019,2019,11660,49,67,Automatic,Petrol,5.1,121,53223
fiat,Fiat 500,red,01 03 2019,2019,11000,51,69,Manual,Petrol,4.9,115,53717
bmw,BMW 525,blue,01 05 2008,2008,4999,160,218,Manual,Petrol,7.6,179,187554
bmw,BMW 118,black,01 06 2016,2016,8999,100,136,Manual,Petrol,5.3,123,117000
hyundai,Hyundai KONA,blue,01 07 2019,2019,18490,88,120,Manual,Petrol,5.5,125,39980
land rover,Land Rover Range Rover Evoque,white,01 07 2014,2014,14900,110,150,Automatic,Diesel,5.8,153,226000
land rover,Land Rover Defender,grey,01 01 2021,2021,67900,183,249,Automatic,Diesel,7.7,204,29440
ford,Ford Focus,white,01 03 2018,2018,7499,74,101,Manual,Petrol,4.6,105,159135
citroen,Citroen C5 Aircross,white,01 09 2019,2019,15444,133,181,Automatic,Petrol,4.8,126,43165
kia,Kia XCeed,white,01 07 2022,2022,23890,118,160,Manual,Petrol,5.7,129,15990
audi,Audi A6,black,01 10 2012,2012,11499,176,239,Automatic,Diesel,7.5,199,243100
audi,Audi A6,red,01 12 2018,2018,46980,210,286,Automatic,Diesel,5.9,195,54750
audi,Audi A3,grey,01 03 2016,2016,22480,92,125,Manual,Petrol,5.3,126,83560
audi,Audi Q8,beige,01 11 2019,2019,56930,210,286,Automatic,Diesel,8.1,212,60000
bmw,BMW 320,blue,01 04 2005,2005,3800,110,150,Manual,Petrol,7.9,190,218000
bmw,BMW 523,black,01 03 2005,2005,4599,130,177,Manual,LPG,8.5,205,229000
bmw,BMW 320,grey,01 07 2003,2003,1800,125,170,Manual,Petrol,9,216,290000
audi,Audi A1,black,01 09 2012,2012,12999,90,122,Manual,Petrol,5.3,126,109209
audi,Audi A4,white,01 03 2020,2020,38490,120,163,Automatic,Diesel,4.1,108,42848
audi,Audi Q3,beige,01 11 2015,2015,20990,110,150,Manual,Petrol,5.5,127,21450
ford,Ford S Max,black,01 03 2010,2010,7799,129,175,Manual,Diesel,6.6,174,228781
jeep,Jeep Wrangler,black,01 07 2018,2018,39900,147,200,Automatic,Diesel,8.8,231,53607
ford,Ford EcoSport,white,01 09 2018,2018,16596,74,101,Manual,Petrol,5.3,120,3700
bmw,BMW 440,grey,01 06 2016,2016,39950,240,326,Automatic,Petrol,7.1,165,29876
audi,Audi A3,black,01 10 2014,2014,16550,110,150,Manual,Diesel,4.7,122,96346
bmw,BMW 218,silver,01 09 2016,2016,15900,100,136,Manual,Petrol,5.1,119,87000
audi,Audi Q3,silver,01 06 2016,2016,22990,110,150,Manual,Petrol,5.8,134,43059
kia,Kia Sportage,black,01 07 2017,2017,18590,104,141,Automatic,Diesel,4.9,129,117895
audi,Audi A1,white,01 05 2012,2012,9600,105,143,Manual,Diesel,4.1,0,215000
bmw,BMW 525,silver,01 08 2007,2007,8750,160,218,Automatic,Petrol,7.5,178,158000
ford,Ford Kuga,black,01 12 2017,2017,16200,110,150,Automatic,Diesel,5.2,134,135000
bmw,BMW 318,silver,01 12 2008,2008,5399,105,143,Manual,Petrol,6.3,149,162000
ford,Ford Focus,silver,01 09 2010,2010,5999,74,101,Manual,Petrol,6.7,159,91000
dacia,Dacia Duster,black,01 05 2014,2014,8500,77,105,Manual,Petrol,7.2,0,143000
mazda,Mazda CX 3,black,01 09 2017,2017,20480,88,120,Manual,Petrol,5.9,137,28625
bmw,BMW X5,black,01 06 2019,2019,65990,195,265,Automatic,Diesel,6.2,162,49000
dacia,Dacia Sandero,black,01 05 2020,2020,14550,66,90,Manual,Petrol,5.5,125,19100
hyundai,Hyundai i30,black,01 05 2010,2010,4500,80,109,Manual,Petrol,5.7,0,167000
hyundai,Hyundai i10,silver,01 08 2017,2017,12950,49,67,Manual,Petrol,4.6,106,46183
ford,Ford Kuga,white,01 04 2015,2015,18400,132,179,Manual,Diesel,5.2,138,99500
ford,Ford Fusion,blue,01 06 2006,2006,3300,74,101,Manual,Petrol,6.6,156,142000
audi,Audi A4,grey,01 07 2009,2009,11999,132,179,Automatic,Petrol,7.3,172,134000
land rover,Land Rover Defender,black,01 05 2011,2011,47900,90,122,Manual,Diesel,11,291,69900
audi,Audi A8,blue,01 03 2022,2022,81870,210,286,Automatic,Diesel,6.5,170,2000
bentley,Bentley Azure,silver,01 07 1998,1998,95000,286,389,Automatic,Petrol,18.7,425,27228
audi,Audi A5,black,01 06 2009,2009,16500,132,179,Manual,Petrol,6.4,149,58650
audi,Audi A3,grey,01 07 2011,2011,11990,77,105,Automatic,Petrol,5.3,123,136400
mazda,Mazda 6,black,01 11 2017,2017,9400,110,150,Manual,Diesel,3.9,104,220000
kia,Kia Stinger,red,01 09 2017,2017,12500,188,256,Automatic,Petrol,7.9,181,95713
ford,Ford S Max,black,01 04 2014,2014,16950,103,140,Automatic,Diesel,7.4,196,94166
ford,Ford Kuga,silver,01 12 2020,2020,23500,140,190,Automatic,Diesel,4.8,127,106945
audi,Audi A4,black,01 08 2012,2012,11200,105,143,Automatic,Diesel,5.8,154,230000
bmw,BMW 316,blue,01 04 1998,1998,6000,75,102,Manual,Petrol,7.7,0,98120
kia,Kia Picanto,white,01 04 2014,2014,3450,49,67,Manual,Petrol,4.7,111,179120
bmw,BMW 330,blue,01 07 2016,2016,25990,190,258,Automatic,Diesel,5.1,135,65968
dacia,Dacia Duster,black,01 06 2014,2014,8500,80,109,Manual,Diesel,4.4,115,156000
audi,Audi A6,grey,01 12 2018,2018,33990,170,231,Automatic,Diesel,5.8,150,59926
kia,Kia Sportage,white,01 01 2018,2018,18980,100,136,Manual,Diesel,4.8,126,77200
bmw,BMW 520,silver,01 01 2018,2018,35500,140,190,Automatic,Diesel,4.4,0,100000
kia,Kia ProCeed   pro_cee d,grey,01 06 2020,2020,24990,103,140,Automatic,Petrol,6.5,147,24281
audi,Audi A1,black,01 05 2011,2011,7200,90,122,Automatic,Petrol,5.3,0,175000
ford,Ford Transit Custom,black,01 05 2023,2023,44975,125,170,Manual,Diesel,7.7,203,50
fiat,Fiat 500C,blue,01 04 2023,2023,22490,51,69,Manual,Petrol,4.7,107,5
bmw,BMW X1,blue,01 04 2013,2013,12990,160,218,Manual,Diesel,5.9,156,181000
fiat,Fiat Tipo,bronze,01 10 2021,2021,22990,74,101,Manual,Petrol,5.4,124,10
ford,Ford Transit,white,01 08 2015,2015,7800,92,125,Manual,Diesel,6.8,180,200000
bmw,BMW 540,silver,01 05 2021,2021,48530,250,340,Automatic,Diesel,5.4,143,52598
audi,Audi S3,white,01 05 2023,2023,48688,228,310,Automatic,Petrol,7.4,183,10
bmw,BMW 320,grey,01 05 2007,2007,8500,130,177,Automatic,Diesel,6,160,255000
hyundai,Hyundai i40,blue,01 04 2018,2018,16250,104,141,Manual,Diesel,4.7,125,104300
bmw,BMW 530,black,01 09 2009,2009,9999,173,235,Automatic,Diesel,6.6,176,340000
land rover,Land Rover Range Rover Evoque,grey,01 06 2015,2015,26999,110,150,Automatic,Diesel,6.2,0,65000
ford,Ford Tourneo Custom,blue,01 08 2014,2014,26500,114,155,Manual,Diesel,6.5,0,110000
bmw,BMW 528,blue,01 04 2012,2012,12999,180,245,Automatic,Petrol,6.5,152,163880
mazda,Mazda 3,black,01 09 2016,2016,18240,121,165,Manual,Petrol,5.8,135,39410
audi,Audi A6,grey,01 03 2023,2023,49630,150,204,Automatic,Diesel,5.3,139,500
bmw,BMW M4,grey,01 05 2021,2021,83930,375,510,Automatic,Petrol,10.2,234,34975
bmw,BMW 550,black,01 08 2017,2017,16880,400,544,Automatic,Petrol,9.1,0,103568
audi,Audi A5,grey,01 12 2015,2015,21900,140,190,Automatic,Diesel,4.9,130,123000
ford,Ford Mondeo,black,01 06 2015,2015,11550,132,179,Manual,Diesel,4.5,119,48000
ford,Ford Mustang,black,01 07 2016,2016,37999,324,441,Automatic,Petrol,12,281,63775
bmw,BMW Z4,white,01 08 2019,2019,45900,190,258,Automatic,Petrol,5.8,133,13500
aston martin,Aston Martin V8,green,01 03 2007,2007,56941,283,385,Manual,Petrol,17.2,406,49000
ford,Ford Kuga,black,01 10 2015,2015,14860,110,150,Manual,Petrol,6.2,143,97115
ford,Ford EcoSport,red,01 06 2022,2022,22380,92,125,Manual,Petrol,5,114,1
ford,Ford Focus C Max,silver,01 09 2006,2006,1980,74,101,Manual,Petrol,6.9,164,219000
citroen,Citroen C Crosser,grey,01 12 2008,2008,6999,115,156,Manual,Diesel,7.3,194,153000
bmw,BMW 320,white,01 12 2019,2019,34800,140,190,Manual,Diesel,4.4,116,52906
audi,Audi Q3,red,01 03 2022,2022,41890,147,200,Automatic,Diesel,5.2,137,25000
dodge,Dodge RAM,bronze,01 04 2019,2019,59800,295,401,Automatic,LPG,15.3,355,105600
bentley,Bentley Continental,grey,01 06 2023,2023,323490,404,549,Automatic,Petrol,11.7,266,3000
